Model	Marker1	Marker2	a	b	c	d	OR	Lower_CI	Upper_CI	chi_square	chi_pvalue
aa*bb_vs_other	rs798149	rs2110117	1	49	2	48	0.489796	0.042979	5.581791	0	1
aa*bb_vs_other	rs798149	rs1564940	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*bb_vs_other	rs798149	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs798149	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs798149	rs70591	5	45	10	40	0.444444	0.140034	1.410594	1.254902	0.262618
aa*bb_vs_other	rs798149	rs615768	5	45	10	40	0.444444	0.140034	1.410594	1.254902	0.262618
aa*bb_vs_other	rs798149	rs1160945	5	45	10	40	0.444444	0.140034	1.410594	1.254902	0.262618
aa*bb_vs_other	rs798149	rs1706122	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.6737
aa*bb_vs_other	rs798149	rs2251299	4	46	9	41	0.396135	0.113406	1.383729	1.414677	0.234281
aa*bb_vs_other	rs798149	rs2796476	13	37	14	36	0.903475	0.373463	2.185668	0	1
aa*bb_vs_other	rs798149	rs3341653	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.63461
aa*bb_vs_other	rs798149	rs3886830	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*bb_vs_other	rs798149	rs4432007	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs798149	rs4977184	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs798149	rs5522361	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs798149	rs6067538	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs798149	rs6612715	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs798149	rs7157892	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs798149	rs7703069	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs798149	rs8248246	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs798149	rs8793423	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs798149	rs9338600	4	46	9	41	0.396135	0.113406	1.383729	1.414677	0.234281
aa*bb_vs_other	rs798149	rs9883777	3	47	8	42	0.335106	0.083412	1.346291	1.634321	0.201106
aa*bb_vs_other	rs798149	rs10428954	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*bb_vs_other	rs798149	rs10974131	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*bb_vs_other	rs798149	rs11519308	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*bb_vs_other	rs798149	rs12064485	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*bb_vs_other	rs798149	rs12609662	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*bb_vs_other	rs798149	rs13154839	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*bb_vs_other	rs798149	rs13700016	13	37	22	28	0.447174	0.192414	1.039243	2.813187	0.093492
aa*bb_vs_other	rs798149	rs14245193	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*bb_vs_other	rs798149	rs14790370	9	41	18	32	0.390244	0.154879	0.983287	3.247083	0.071551
aa*bb_vs_other	rs845016	rs472920	8	42	11	39	0.675325	0.246051	1.853535	0.259909	0.610183
aa*bb_vs_other	rs845016	rs133860	8	42	11	39	0.675325	0.246051	1.853535	0.259909	0.610183
aa*bb_vs_other	rs845016	rs9839873	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs1484127	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs845016	rs1510189	8	42	11	39	0.675325	0.246051	1.853535	0.259909	0.610183
aa*bb_vs_other	rs845016	rs6426327	8	42	11	39	0.675325	0.246051	1.853535	0.259909	0.610183
aa*bb_vs_other	rs845016	rs3818562	8	42	11	39	0.675325	0.246051	1.853535	0.259909	0.610183
aa*bb_vs_other	rs845016	rs7660805	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs6982811	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs11249206	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs9363764	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs2032088	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs348937	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs845016	rs1467387	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs4742386	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs2857639	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs1495031	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs1510480	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs7746156	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs1945975	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs966367	8	42	11	39	0.675325	0.246051	1.853535	0.259909	0.610183
aa*bb_vs_other	rs845016	rs877309	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs4331560	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs10796216	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs1040870	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs10936224	9	41	11	39	0.77827	0.290924	2.082005	0.0625	0.802587
aa*bb_vs_other	rs845016	rs213028	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs845016	rs654498	8	42	11	39	0.675325	0.246051	1.853535	0.259909	0.610183
aa*bb_vs_other	rs845016	rs13369115	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs845016	rs10033147	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs3936238	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs845016	rs1520670	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs6991394	9	41	10	40	0.878049	0.322896	2.38767	0	1
aa*bb_vs_other	rs845016	rs2208123	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs845016	rs10774834	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs845016	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs845016	rs5987737	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs715359	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs845016	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs845016	rs1414097	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs845016	rs10882854	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs845016	rs10846239	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs6471533	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs5926356	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs5381179	7	43	11	39	0.577167	0.203584	1.63629	0.609756	0.43488
aa*bb_vs_other	rs845016	rs4836002	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs845016	rs3745648	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs3200471	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs2655294	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs845016	rs1564940	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
aa*bb_vs_other	rs845016	rs1019763	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs845016	rs474586	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs845016	rs70591	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs845016	rs615768	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs845016	rs1160945	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs845016	rs1706122	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*bb_vs_other	rs845016	rs2251299	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs845016	rs2796476	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs845016	rs3341653	4	46	7	43	0.534162	0.146022	1.954008	0.40858	0.522691
aa*bb_vs_other	rs845016	rs3886830	5	45	3	47	1.740741	0.392861	7.713101	0.13587	0.712422
aa*bb_vs_other	rs845016	rs4432007	5	45	1	49	5.444445	0.612454	48.398708	1.595745	0.206507
aa*bb_vs_other	rs845016	rs4977184	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs845016	rs5522361	4	46	1	49	4.26087	0.459089	39.545719	0.842105	0.358795
aa*bb_vs_other	rs845016	rs6067538	4	46	1	49	4.26087	0.459089	39.545719	0.842105	0.358795
aa*bb_vs_other	rs845016	rs6612715	4	46	1	49	4.26087	0.459089	39.545719	0.842105	0.358795
aa*bb_vs_other	rs845016	rs7157892	4	46	1	49	4.26087	0.459089	39.545719	0.842105	0.358795
aa*bb_vs_other	rs845016	rs7703069	4	46	1	49	4.26087	0.459089	39.545719	0.842105	0.358795
aa*bb_vs_other	rs845016	rs8248246	4	46	1	49	4.26087	0.459089	39.545719	0.842105	0.358795
aa*bb_vs_other	rs845016	rs8793423	4	46	1	49	4.26087	0.459089	39.545719	0.842105	0.358795
aa*bb_vs_other	rs845016	rs9338600	3	47	6	44	0.468085	0.11028	1.986799	0.4884	0.484642
aa*bb_vs_other	rs845016	rs9883777	2	48	6	44	0.305556	0.058577	1.593872	1.222826	0.268807
aa*bb_vs_other	rs845016	rs10428954	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs845016	rs10974131	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs845016	rs11519308	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs845016	rs12064485	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs845016	rs12609662	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs845016	rs13154839	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs845016	rs13700016	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*bb_vs_other	rs845016	rs14245193	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs845016	rs14790370	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs472920	rs133860	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs9839873	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs1484127	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs472920	rs1510189	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs6426327	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs3818562	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs7660805	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs6982811	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs11249206	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs9363764	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs2032088	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs348937	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs472920	rs1467387	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs4742386	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs2857639	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs1495031	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs1510480	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs7746156	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs1945975	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs966367	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs877309	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs4331560	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs10796216	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs1040870	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs10936224	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs213028	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs472920	rs654498	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs13369115	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs472920	rs10033147	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs3936238	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs472920	rs1520670	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs6991394	10	40	14	36	0.642857	0.254132	1.626183	0.493421	0.482405
aa*bb_vs_other	rs472920	rs2208123	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs472920	rs10774834	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs472920	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs472920	rs5987737	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs715359	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs472920	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs472920	rs1414097	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs472920	rs10882854	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs472920	rs10846239	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs6471533	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs5926356	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs5381179	9	41	14	36	0.56446	0.218397	1.458879	0.903444	0.34186
aa*bb_vs_other	rs472920	rs4836002	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs472920	rs3745648	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs3200471	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs2655294	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs472920	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs472920	rs1564940	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs472920	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs472920	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs472920	rs70591	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs472920	rs615768	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs472920	rs1160945	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs472920	rs1706122	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs472920	rs2251299	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs472920	rs2796476	8	42	11	39	0.675325	0.246051	1.853535	0.259909	0.610183
aa*bb_vs_other	rs472920	rs3341653	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs472920	rs3886830	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs472920	rs4432007	5	45	3	47	1.740741	0.392861	7.713101	0.13587	0.712422
aa*bb_vs_other	rs472920	rs4977184	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs472920	rs5522361	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs472920	rs6067538	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs472920	rs6612715	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs472920	rs7157892	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs472920	rs7703069	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs472920	rs8248246	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs472920	rs8793423	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs472920	rs9338600	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs472920	rs9883777	3	47	6	44	0.468085	0.11028	1.986799	0.4884	0.484642
aa*bb_vs_other	rs472920	rs10428954	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs472920	rs10974131	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs472920	rs11519308	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs472920	rs12064485	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs472920	rs12609662	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs472920	rs13154839	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs472920	rs13700016	9	41	15	35	0.512195	0.199779	1.313169	1.370614	0.241706
aa*bb_vs_other	rs472920	rs14245193	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs472920	rs14790370	8	42	12	38	0.603175	0.222687	1.633774	0.5625	0.453255
aa*bb_vs_other	rs133860	rs9839873	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs1484127	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs133860	rs1510189	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs6426327	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs3818562	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs7660805	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs6982811	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs11249206	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs9363764	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs2032088	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs348937	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs133860	rs1467387	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs4742386	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs2857639	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs1495031	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs1510480	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs7746156	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs1945975	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs966367	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs877309	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs4331560	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs10796216	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs1040870	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs10936224	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs213028	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs133860	rs654498	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs13369115	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs133860	rs10033147	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs3936238	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs133860	rs1520670	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs6991394	10	40	14	36	0.642857	0.254132	1.626183	0.493421	0.482405
aa*bb_vs_other	rs133860	rs2208123	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs133860	rs10774834	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs133860	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs133860	rs5987737	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs715359	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs133860	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs133860	rs1414097	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs133860	rs10882854	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs133860	rs10846239	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs6471533	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs5926356	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs5381179	9	41	14	36	0.56446	0.218397	1.458879	0.903444	0.34186
aa*bb_vs_other	rs133860	rs4836002	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs133860	rs3745648	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs3200471	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs2655294	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs133860	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs133860	rs1564940	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs133860	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs133860	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs133860	rs70591	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs133860	rs615768	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs133860	rs1160945	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
